frame,t_rel,algorithm,controller,armed,detected,inferred,confidence,lane_center,left_x,right_x,error_px,smoothed_error_px,steer,command,p_term,i_term,d_term,left_duty,right_duty,latency_ms,loop_ms,fps,t_grayscale,t_blur,t_threshold,t_canny,t_roi,t_detect,t_control,t_render
81,3.6986,histogram,pid,0,1,0,1.0,154.3492,12.4473,296.2511,-5.6508,-5.511,-0.3523,STOP,-0.1413,-0.1977,-0.0133,0.0,0.0,35.0182,15.4072,64.9048,0.4604,1.0879,0.4402,1.5109,0.0483,5.2584,0.1482,0.0
82,3.7802,histogram,pid,0,1,0,1.0,154.3492,12.4473,296.2511,-5.6508,-5.553,-0.3492,STOP,-0.1413,-0.1986,-0.0093,0.0,0.0,55.7131,17.4895,57.1773,0.428,1.0675,0.3889,4.8616,0.0529,5.2843,0.1574,54.5488
83,3.7961,histogram,pid,0,1,0,1.0,153.3637,12.4473,294.2802,-6.6363,-5.878,-0.3807,STOP,-0.1659,-0.2037,-0.0111,0.0,0.0,17.9919,81.4218,12.2817,0.4243,1.1183,0.3773,1.0928,0.0465,4.4685,0.1432,0.0
84,3.8151,histogram,pid,0,1,0,1.0,154.303,12.4473,296.1587,-5.697,-5.8237,-0.335,STOP,-0.1424,-0.2047,0.0121,0.0,0.0,27.9052,17.7872,56.2202,0.446,1.1427,0.4124,1.3917,0.0617,5.1653,0.1927,0.0
85,3.9006,histogram,pid,0,1,0,1.0,154.303,12.4473,296.1587,-5.697,-5.7857,-0.3396,STOP,-0.1424,-0.2056,0.0084,0.0,0.0,44.3867,17.1355,58.3584,0.4363,1.1304,0.4923,1.2669,0.0531,4.652,0.1554,61.5989
86,3.9162,histogram,pid,0,1,0,1.0,153.1205,12.4473,293.7938,-6.8795,-6.1138,-0.3824,STOP,-0.172,-0.211,0.0007,0.0,0.0,30.8792,84.8133,11.7906,0.4308,1.0774,0.4129,1.1096,0.0599,4.7071,0.1588,0.0
87,3.9317,histogram,pid,0,1,0,1.0,153.1205,12.4473,293.7938,-6.8795,-6.3435,-0.3836,STOP,-0.172,-0.2121,0.0005,0.0,0.0,46.417,15.9322,62.7661,0.6579,1.0435,0.3765,0.9809,0.0466,4.3613,0.1422,0.0
88,4.0125,histogram,pid,0,1,0,1.0,152.732,12.4473,293.0167,-7.268,-6.6209,-0.4039,STOP,-0.1817,-0.2131,-0.009,0.0,0.0,25.7311,15.5301,64.3911,0.4488,1.2642,0.4184,2.0395,0.0517,5.45,0.1535,56.8647
89,4.0318,histogram,pid,0,1,0,1.0,155.1858,12.4473,297.9243,-4.8142,-6.0789,-0.3325,STOP,-0.1204,-0.2169,0.0048,0.0,0.0,51.8228,82.9227,12.0594,0.6305,1.1718,0.3931,1.2543,0.05,5.5643,0.1498,0.0
90,4.0482,histogram,pid,0,1,0,1.0,152.1471,12.4473,291.8469,-7.8529,-6.6111,-0.4761,STOP,-0.1963,-0.2182,-0.0616,0.0,0.0,33.9311,17.5422,57.0055,0.4411,1.1484,0.4234,1.1917,0.0556,4.6713,0.1653,0.0
91,4.1322,histogram,pid,0,1,0,1.0,154.3815,12.4473,296.3158,-5.6185,-6.3133,-0.3502,STOP,-0.1405,-0.219,0.0093,0.0,0.0,27.0497,15.9895,62.541,0.4436,1.1985,0.419,1.2344,0.0545,5.1943,0.1553,59.5137
92,4.1489,histogram,pid,0,1,0,1.0,155.1929,12.4473,297.9385,-4.8071,-5.8614,-0.3329,STOP,-0.1202,-0.2228,0.0101,0.0,0.0,39.3101,83.9879,11.9065,0.4256,2.2734,0.3993,1.128,0.0464,4.3145,0.1422,0.0
93,4.1665,histogram,pid,0,1,0,1.0,153.9885,12.4473,295.5297,-6.0115,-5.9064,-0.3941,STOP,-0.1503,-0.2237,-0.0201,0.0,0.0,27.5833,16.6008,60.2379,0.4458,1.1666,0.3951,1.1448,0.2485,6.1937,0.1665,0.0
